
System configuration: type=Shared mode=Uncapped smt=4 lcpu=12 mem=6144MB psize=48 ent=2.00 

%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
  3.1  31.5    0.1   65.3  1.08  53.9   10.0  3362    27   101   0.58 00:26:40    
  2.8  29.8    0.0   67.3  1.01  50.3    9.3   775    10   101   0.58 00:26:50    
  3.5  31.0    0.1   65.4  1.06  53.0    9.9  1898    16   101   0.58 00:27:00    
  3.3  31.4    0.1   65.3  1.08  53.9    9.9  2403    30   101   0.58 00:27:10    
  2.9  30.4    0.1   66.7  1.03  51.5    9.3  1265    21   101   0.58 00:27:20    
  3.0  32.0    0.1   64.9  1.10  54.8    9.8  3102    19   101   0.58 00:27:30    
  3.0  30.0    0.1   67.0  1.02  51.0    8.8  1163    10   101   0.58 00:27:40    
  2.9  30.4    0.1   66.7  1.03  51.4    9.2  1225    11   101   0.58 00:27:50    
  3.6  31.5    0.1   64.8  1.10  54.8   10.2  2777    17   101   0.58 00:28:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  3.0  29.9    0.0   67.1  1.01  50.6    9.0   709    30   101   0.58 00:28:10    
  3.0  31.6    0.1   65.3  1.08  54.2    9.8  3256    29   101   0.58 00:28:20    
  3.0  30.5    0.1   66.4  1.04  51.8    9.4  1212    13   101   0.58 00:28:30    
  2.9  30.8    0.1   66.2  1.04  52.2    9.4  1532    17   101   0.58 00:28:40    
  2.9  31.6    0.1   65.4  1.08  54.1    9.9  2861    28   101   0.58 00:28:50    
  3.5  30.4    0.1   66.0  1.05  52.4    9.4  1300    15   101   0.58 00:29:00    
  3.3  31.4    0.1   65.2  1.08  54.2    9.9  2562    34   101   0.58 00:29:10    
  2.9  30.8    0.2   66.1  1.05  52.6    9.5  2162    24   101   0.58 00:29:20    
  3.0  30.2    0.1   66.7  1.03  51.4    9.3  1435    14   101   0.58 00:29:30    
  3.0  31.7    0.1   65.2  1.08  54.2   10.1  3026    17   101   0.58 00:29:40    
