
System configuration: type=Shared mode=Uncapped smt=4 lcpu=12 mem=6144MB psize=48 ent=2.00 

%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
 29.0  49.0    0.5   21.4  2.72 136.1   34.6  3553   121   101   0.58 00:00:10    
 46.7  38.7    0.4   14.2  2.90 145.1   54.3  4259   143   101   0.58 00:00:20    
 30.1  49.7    0.2   20.0  2.82 140.9   39.7  3348    50   101   0.58 00:00:30    
 22.9  48.2    0.2   28.8  2.48 124.2   25.9  3994    65   101   0.58 00:00:40    
 19.5  49.2    0.1   31.2  2.43 121.6   22.8  2131    43   101   0.58 00:00:50    
 22.6  46.7    0.0   30.7  2.43 121.5   23.1  1459    35   101   0.58 00:01:00    
 12.0  55.6    0.1   32.2  2.15 107.7   19.9  3048   114   101   0.58 00:01:10    
 15.2  54.0    0.6   30.2  2.12 106.1   20.3  1960   151   101   0.58 00:01:20    
  8.4  57.6    0.0   33.9  2.05 102.4   18.0  3163    87   101   0.58 00:01:30    
  9.2  56.8    0.0   34.0  2.01 100.6   17.1   947    48   101   0.58 00:01:40    
  8.9  56.8    0.0   34.2  2.08 104.0   17.4  1437    53   101   0.58 00:01:50    
  8.5  57.4    0.1   34.0  2.11 105.5   17.7  2915    65   101   0.58 00:02:00    
  9.0  56.8    0.0   34.2  2.05 102.6   17.5  1412    71   101   0.58 00:02:10    
  8.4  57.6    0.0   33.9  2.07 103.3   17.5  2735    90   101   0.58 00:02:20    
  8.7  57.2    0.0   34.1  2.03 101.4   17.0  1436    75   101   0.58 00:02:30    
  9.0  57.0    0.0   33.9  2.00 100.2   17.2   961    51   101   0.58 00:02:40    
  8.1  57.9    0.1   33.9  2.10 104.9   18.5  3307    79   101   0.58 00:02:50    
 10.6  55.2    0.0   34.2  2.01 100.4   16.6   896    37   101   0.58 00:03:00    
  8.5  57.6    0.0   33.8  2.08 103.8   18.2  2798    83   101   0.58 00:03:10    
  8.9  57.0    0.0   34.1  2.05 102.4   17.8  1518   105   101   0.58 00:03:20    
  8.8  57.0    0.0   34.3  2.04 102.2   17.0  1407   107   101   0.58 00:03:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  8.0  58.2    0.1   33.7  2.07 103.5   17.9  3168    65   101   0.58 00:03:40    
  8.6  57.0    0.1   34.3  2.02 100.9   17.3  1573    46   101   0.58 00:03:50    
  8.9  57.1    0.1   33.9  2.05 102.6   17.3  2383    58   101   0.58 00:04:00    
  8.4  57.6    0.1   33.9  2.10 105.0   18.1  2357   104   101   0.58 00:04:10    
  9.0  57.1    0.0   33.9  2.04 102.0   17.4   928    56   101   0.58 00:04:20    
  8.1  58.0    0.1   33.9  2.10 104.8   18.6  3272    67   101   0.58 00:04:30    
  9.2  56.8    0.0   34.0  2.06 103.0   17.5   874    38   101   0.58 00:04:40    
  8.5  57.4    0.1   34.1  2.10 105.0   17.8  2455    64   101   0.58 00:04:50    
  8.7  57.5    0.0   33.8  2.06 102.8   17.6  1643    37   101   0.58 00:05:00    
  9.1  56.8    0.0   34.1  2.09 104.7   17.5  1339    39   101   0.58 00:05:10    
 11.2  56.4    0.1   32.3  2.15 107.6   19.7  3132    52   101   0.58 00:05:20    
  8.8  57.1    0.0   34.1  2.08 104.1   17.9  1418    35   101   0.58 00:05:30    
  8.5  57.6    0.0   33.8  2.06 103.2   17.5  1938    42   101   0.58 00:05:40    
  8.4  57.9    0.1   33.6  2.08 103.8   17.9  2276    52   101   0.58 00:05:50    
  9.0  56.9    0.0   34.1  2.04 102.1   17.0   831    34   101   0.58 00:06:00    
  9.0  57.2    0.0   33.8  2.10 105.2   18.4  3141    92   101   0.58 00:06:10    
  9.1  56.7    0.0   34.2  2.07 103.6   17.2   902    64   101   0.58 00:06:20    
  8.5  57.2    0.0   34.2  2.09 104.5   17.6  2360    62   101   0.58 00:06:30    
  8.6  57.5    0.0   33.8  2.07 103.4   17.8  2052    38   101   0.58 00:06:40    
  8.9  57.2    0.0   33.9  2.06 102.9   17.5  1067    28   101   0.58 00:06:50    
  9.1  57.2    0.0   33.7  2.08 104.1   18.7  2891    43   101   0.58 00:07:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  9.2  56.7    0.0   34.1  2.08 104.0   17.6  1386    38   101   0.58 00:07:10    
  8.9  57.2    0.1   33.9  2.05 102.6   17.3  1504    37   101   0.58 00:07:20    
  8.2  57.8    0.0   34.0  2.07 103.7   18.0  2495    37   101   0.58 00:07:30    
  9.0  57.0    0.0   34.0  2.06 103.0   17.6   788    23   101   0.58 00:07:40    
  8.0  58.3    0.1   33.6  2.10 105.1   17.9  3600    45   101   0.58 00:07:50    
  9.2  56.8    0.0   34.0  2.09 104.5   17.6  1128    27   101   0.58 00:08:00    
