
System configuration: type=Shared mode=Uncapped smt=4 lcpu=12 mem=6144MB psize=48 ent=2.00 

%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
 33.4  44.9    0.7   21.0  2.61 130.4   34.8  3914   145   101   0.58 00:00:10    
 44.6  40.9    0.5   14.0  2.89 144.5   54.3  5326   196   101   0.58 00:00:20    
 31.1  48.6    0.2   20.1  2.78 139.1   42.0  3163    67   101   0.58 00:00:30    
 22.8  50.3    0.2   26.6  2.56 127.8   29.7  5010    74   101   0.58 00:00:40    
 20.4  49.5    0.1   30.1  2.33 116.7   22.6  2262    36   101   0.58 00:00:50    
 23.0  49.5    0.1   27.4  2.19 109.6   23.1  1747    41   101   0.58 00:01:00    
 13.4  54.2    0.1   32.2  2.10 105.1   19.0  3501    93   101   0.58 00:01:10    
 15.6  54.6    0.5   29.3  2.12 106.2   21.3  2739   210   101   0.58 00:01:20    
  8.9  58.0    0.1   33.1  2.04 102.1   18.1  2979    89   101   0.58 00:01:30    
  8.8  57.6    0.1   33.5  2.05 102.5   18.0  2541    65   101   0.58 00:01:40    
  8.8  57.4    0.0   33.7  2.01 100.7   16.9  1371    38   101   0.58 00:01:50    
  8.4  58.6    0.1   32.8  2.05 102.4   18.8  3794    73   101   0.58 00:02:00    
 10.0  56.9    0.1   33.0  2.04 101.9   17.7  1668    58   101   0.58 00:02:10    
  8.4  58.4    0.1   33.1  2.03 101.4   18.4  3292   100   101   0.58 00:02:20    
  8.5  58.4    0.1   33.0  2.02 101.0   18.2  2643    69   101   0.58 00:02:30    
  8.9  57.3    0.0   33.8  2.02 101.0   17.2  1323    40   101   0.58 00:02:40    
  8.2  58.5    0.1   33.3  2.05 102.5   18.4  3625    54   101   0.58 00:02:50    
  9.1  57.3    0.0   33.6  2.02 101.0   16.7  1218    31   101   0.58 00:03:00    
  9.0  57.6    0.1   33.2  2.07 103.4   18.4  3079   105   101   0.58 00:03:10    
  8.6  58.0    0.1   33.4  2.03 101.3   17.7  2077   129   101   0.58 00:03:20    
  8.9  58.2    0.2   32.7  2.02 101.2   18.0  2152    63   101   0.58 00:03:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  8.4  58.4    0.1   33.0  2.06 103.1   18.4  3556    72   101   0.58 00:03:40    
  8.9  57.6    0.1   33.4  2.00 100.2   17.6  1701    38   101   0.58 00:03:50    
  8.9  57.5    0.0   33.5  2.04 101.8   17.5  2343    44   101   0.58 00:04:00    
  9.1  57.9    0.1   32.9  2.04 102.0   18.2  2562    82   101   0.58 00:04:10    
  9.0  57.1    0.0   33.9  2.01 100.5   16.7  1105    61   101   0.58 00:04:20    
  8.0  58.9    0.2   32.9  2.08 104.1   19.0  4592    82   101   0.58 00:04:30    
  8.9  57.5    0.0   33.6  2.00 100.2   17.2  1023    44   101   0.58 00:04:40    
  8.2  58.6    0.1   33.0  2.06 102.9   18.6  3539    65   101   0.58 00:04:50    
  8.9  57.6    0.1   33.5  2.06 102.8   17.9  2221    41   101   0.58 00:05:00    
 12.1  56.1    0.2   31.6  2.11 105.5   19.3  2077    56   101   0.58 00:05:10    
  9.5  58.1    0.3   32.1  2.08 104.0   18.8  3704    83   101   0.58 00:05:20    
  9.0  57.6    0.1   33.4  2.05 102.6   17.4  1822    44   101   0.58 00:05:30    
  8.7  57.5    0.1   33.7  2.02 101.0   17.0  1573    38   101   0.58 00:05:40    
  8.0  58.8    0.1   33.0  2.02 100.9   18.3  3285    57   101   0.58 00:05:50    
  9.0  57.2    0.0   33.8  2.01 100.7   16.7   955    40   101   0.58 00:06:00    
  8.7  58.3    0.1   33.0  2.07 103.7   18.7  3711    86   101   0.58 00:06:10    
  8.9  57.4    0.0   33.6  2.01 100.3   16.8  1040    56   101   0.58 00:06:20    
  8.6  58.6    0.1   32.7  2.01 100.5   18.4  2578    59   101   0.58 00:06:30    
 10.6  57.8    0.1   31.5  2.12 105.8   19.8  2859    55   101   0.58 00:06:40    
 13.0  56.7    0.3   30.0  2.20 109.8   20.9  2141    58   101   0.58 00:06:50    
  8.1  58.9    0.1   33.0  2.04 102.1   18.5  3602    62   101   0.58 00:07:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  9.3  57.3    0.1   33.3  2.04 101.8   17.5  1711    61   101   0.58 00:07:10    
  8.7  57.4    0.0   33.9  2.03 101.6   17.2  1651    64   101   0.58 00:07:20    
  8.3  58.8    0.1   32.8  2.03 101.4   18.0  3538   138   101   0.58 00:07:30    
  8.8  57.4    0.0   33.7  1.99  99.5   17.0  1207    56   101   0.58 00:07:40    
  8.9  58.4    0.1   32.6  2.05 102.3   18.4  3677    74   101   0.58 00:07:50    
 10.7  55.9    0.2   33.2  2.02 101.1   17.2  1452    45   101   0.58 00:08:00    
  9.7  58.1    0.1   32.1  2.00 100.0   18.2  2337    81   101   0.58 00:08:10    
 29.8  44.5    0.1   25.6  2.27 113.7   25.6  3202   111   101   0.58 00:08:20    
 21.5  52.2    0.1   26.2  2.33 116.5   25.2  1847    62   101   0.58 00:08:30    
  7.7  64.6    0.1   27.5  2.40 119.9   24.9  3014    87   101   0.58 00:08:40    
  8.0  64.3    0.1   27.6  2.37 118.3   24.5  2020    72   101   0.58 00:08:50    
  8.0  64.2    0.1   27.7  2.35 117.6   23.7  1313    55   101   0.58 00:09:00    
  8.2  64.8    0.1   26.9  2.41 120.6   25.9  3668   131   101   0.58 00:09:10    
  8.1  64.0    0.1   27.8  2.32 116.1   23.6  1362    74   101   0.58 00:09:20    
