
System configuration: lcpu=12 mem=6144MB ent=2.00

   kthr            memory                         page                       faults                 cpu             time  
----------- --------------------- ------------------------------------ ------------------ ----------------------- --------
  r   b   p        avm        fre    fi    fo    pi    po    fr     sr    in     sy    cs us sy id wa    pc    ec hr mi se
  5   1   0     838702      41482  1613   380     0     0     0      0  1896  73936  6216 30 49 20  0  2.72 135.8 00:00:10
  6   1   0     848565      23076   869   673     0     0     0      0   822 123949  5122 37 44 19  0  2.81 140.5 00:00:20
  6   1   0     847943      37197   536   574     0     0     0      0  2783 168035  7261 36 46 17  0  2.84 141.9 00:00:30
  4   1   0     837590      55677   669   187     0     0     0      0  1110  46174  3219 33 44 23  0  2.63 131.3 00:00:40
  3   1   0     837533      56080   390    49     0     0     0      0  1832  31730  4510 20 53 27  0  2.22 110.8 00:00:50
  4   1   0     839734      51696   435   100     0     0     0      0  1989  31787  5128 23 50 27  0  2.31 115.6 00:01:00
  4   1   0     835204      54225   498    56     0     0     0      0   650  34091  2282 19 50 30  0  2.32 115.8 00:01:10
  4   1   0     843106       7958  4583   143     0     0   283    283  1955  34663  5454 15 55 30  0  2.17 108.7 00:01:20
  3   1   0     843286       7174   280   332     0     0   306   1136  1880  21230  4930  8 59 33  0  2.07 103.4 00:01:30
  3   0   0     830799      22931   282    24     0     0   103    102   188  21852  1339  9 57 34  0  2.07 103.3 00:01:40
  4   1   0     830817      21557   273   100     0     0     0      0  1212  21236  3440  8 58 34  0  2.07 103.4 00:01:50
  3   1   0     831686      19850   272    50     0     0     0      0  1511  20929  4210  8 59 33  0  2.06 103.1 00:02:00
  3   0   0     830812      19887   265    58     0     0     0      0   669  22564  2176  9 58 33  0  2.08 104.1 00:02:10
  3   0   0     830877      17995   256   151     0     0     0      0  1969  20336  5108  8 59 33  0  2.08 103.9 00:02:20
  3   1   0     830866      15277   263   239     0     0     0      0   623  20079  2197  8 58 34  0  2.06 103.1 00:02:30
  3   1   0     830862      14271   277    66     0     0     0      0   867  21214  2732  8 58 34  0  2.07 103.3 00:02:40
  3   0   0     830778      13508   286    48     0     0     0      0  1598  22338  4299  8 58 34  0  2.08 103.8 00:02:50
  4   1   0     831832      11949   287    14     0     0     0      0   211  22770  1373  9 57 34  0  2.05 102.4 00:03:00
