
System configuration: type=Shared mode=Uncapped smt=4 lcpu=32 mem=16384MB psize=12 ent=4.00 

%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
 32.0  21.9    0.0   46.1  3.65  91.1   13.4  4.78  3231     0   101   1.21 00:20:51    
 42.0  24.7    0.0   33.3  3.84  96.1   20.9  4.19  4284     0   101   1.21 00:21:01    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 38.6  24.5    0.0   36.9  4.41 110.3   20.7  4.13  5838     0   101   1.21 00:21:11    
 29.1  20.9    0.0   49.9  3.38  84.5   12.7  5.11  3222     0   101   1.21 00:21:21    
 33.1  17.5    0.0   49.4  3.40  84.9   13.0  5.67  2421     0   101   1.21 00:21:31    
 32.5  23.4    0.0   44.1  3.73  93.3   13.7  4.94  3384     0   101   1.21 00:21:41    
 23.8  13.9    0.0   62.3  2.51  62.8   10.0  6.65  2000     0   101   1.21 00:21:51    
 35.9  22.4    0.0   41.8  3.58  89.6   16.9  5.52  3183     0   101   1.21 00:22:01    
 34.0  21.7    0.0   44.3  3.69  92.2   14.7  5.77  3047     0   101   1.21 00:22:11    
 25.1  13.9    0.0   61.1  2.59  64.8   10.9  6.52  2232     0   101   1.21 00:22:21    
 33.2  24.0    0.0   42.8  3.76  94.0   14.2  5.89  3542     0   101   1.21 00:22:31    
 33.4  15.7    0.0   50.9  3.32  83.0   12.4  6.24  3569     0   101   1.21 00:22:41    
 38.6  18.0    0.0   43.4  3.77  94.3   14.5  5.63  2802     0   101   1.21 00:22:51    
 42.4  16.3    0.0   41.3  3.61  90.1   16.2  6.08  2484     0   101   1.21 00:23:01    
 39.5  22.4    0.0   38.1  4.92 122.9   19.7  4.27  6509     0   101   1.21 00:23:11    
 37.0  23.3    0.0   39.7  4.31 107.7   17.9  5.19  6384     0   101   1.21 00:23:21    
 34.7  19.5    0.0   45.8  3.60  89.9   14.6  5.35  2608     0   101   1.21 00:23:31    
 32.3  19.2    0.0   48.5  3.45  86.3   11.8  5.84  2926     0   101   1.21 00:23:41    
 36.2  12.3    0.0   51.5  3.26  81.6   13.1  5.30  2482     0   101   1.21 00:23:51    
 46.5  20.7    0.0   32.8  4.50 112.5   20.6  4.31  3274     0   101   1.21 00:24:01    
 41.4  22.7    0.0   35.8  5.82 145.6   27.2  3.00 10291     0   101   1.21 00:24:11    
 39.2  19.6    0.0   41.3  4.60 115.0   16.8  4.55  8082     0   101   1.21 00:24:21    
 40.7  18.8    0.0   40.5  4.28 107.0   14.9  4.74  3332     0   101   1.21 00:24:31    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 38.5  16.9    0.0   44.6  3.72  93.0   14.2  5.55  4977     0   101   1.21 00:24:41    
 38.3  20.9    0.0   40.7  4.79 119.8   15.9  3.98  6036     0   101   1.21 00:24:51    
 39.3  14.4    0.0   46.3  3.19  79.8   17.5  5.90  1732     0   101   1.21 00:25:01    
 39.4  25.8    0.0   34.7  5.77 144.3   27.9  2.81 12785     0   101   1.21 00:25:11    
 30.1  16.5    0.0   53.4  3.10  77.6   12.6  5.78  2724     0   101   1.21 00:25:21    
 40.4  19.6    0.0   40.0  4.68 116.9   15.9  4.57  4856     0   101   1.21 00:25:31    
 33.3  24.0    0.0   42.7  3.92  98.1   15.1  5.34  7874     0   101   1.21 00:25:41    
 28.5  17.2    0.0   54.4  3.09  77.2   11.0  6.40  2315     0   101   1.21 00:25:51    
 39.9  24.6    0.0   35.4  3.92  98.1   19.1  4.77  3498     0   101   1.21 00:26:01    
 36.8  20.0    0.0   43.2  3.74  93.6   14.9  5.62  6274     0   101   1.21 00:26:11    
 30.4  22.4    0.0   47.2  3.55  88.8   13.3  5.33  5331     0   101   1.21 00:26:21    
 36.7  20.4    0.0   42.9  3.82  95.6   13.7  5.63  3755     0   101   1.21 00:26:31    
 39.4  19.3    0.0   41.3  4.16 104.1   14.6  4.67  6512     0   101   1.21 00:26:41    
 40.9  17.7    0.0   41.4  3.90  97.6   14.6  5.41  3009     0   101   1.21 00:26:51    
 49.0  17.5    0.0   33.5  3.79  94.8   21.4  5.12  2464     0   101   1.21 00:27:01    
 38.9  22.1    0.0   39.0  4.60 115.1   20.1  4.57  5787     0   101   1.21 00:27:11    
 34.9  12.4    0.0   52.7  3.17  79.3   11.9  5.75  2244     0   101   1.21 00:27:21    
 40.8  18.6    0.0   40.6  4.12 103.0   14.9  5.05  3256     0   101   1.21 00:27:31    
 38.0  15.5    0.0   46.5  3.58  89.5   12.9  5.42  2388     0   101   1.21 00:27:41    
 32.4  12.2    0.0   55.3  2.99  74.8   10.7  6.06  1754     0   101   1.21 00:27:51    
 39.6  22.7    0.0   37.7  3.99  99.7   16.1  5.47  2886     0   101   1.21 00:28:01    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 37.4  23.3    0.0   39.3  4.40 109.9   17.2  4.83  5715     0   101   1.21 00:28:11    
 36.0  23.4    0.0   40.6  4.15 103.6   14.7  5.43  4007     0   101   1.21 00:28:21    
 37.3  15.0    0.0   47.6  3.52  88.1   12.5  5.88  2061     0   101   1.21 00:28:31    
 24.5  17.0    0.0   58.5  2.81  70.1   10.9  6.97  1844     0   101   1.21 00:28:41    
 27.7  19.2    0.0   53.1  3.17  79.2   10.9  6.10  2456     0   101   1.21 00:28:51    
 31.7  16.0    0.0   52.3  2.96  74.0   14.2  6.70  1768     0   101   1.21 00:29:01    
 30.0  21.6    0.0   48.4  3.42  85.4   14.5  5.97  3456     0   101   1.21 00:29:11    
 24.6  11.9    0.0   63.5  2.34  58.5   10.2  7.54  1671     0   101   1.21 00:29:21    
 29.8  19.5    0.0   50.7  3.32  83.1   12.9  6.24  2201     0   101   1.21 00:29:31    
 26.6  16.5    0.0   56.9  2.89  72.4   10.2  7.01  1673     0   101   1.21 00:29:41    
 25.3  15.0    0.0   59.7  2.72  68.0   10.0  6.72  1755     0   101   1.21 00:29:51    
 47.9  22.8    0.0   29.2  4.63 115.7   26.4  5.02  4253     0   101   1.21 00:30:01    
 50.9  24.1    0.0   24.9  6.46 161.5   47.2  2.01 13426     0   101   1.21 00:30:11    
 42.2  19.8    0.0   38.1  6.35 158.7   24.8  2.82  8659     0   101   1.21 00:30:21    
 38.4  21.1    0.0   40.5  5.48 137.0   19.6  4.29  6597     0   101   1.21 00:30:31    
 38.6  20.7    0.0   40.6  4.42 110.4   15.4  5.05  3522     0   101   1.21 00:30:41    
 40.1  18.8    0.0   41.1  4.00 100.1   14.2  5.80  7461     0   101   1.21 00:30:51    
 43.1  21.3    0.0   35.6  4.47 111.7   21.5  4.85  4246     0   101   1.21 00:31:01    
 41.9  17.6    0.0   40.5  4.62 115.5   15.5  5.31  5106     0   101   1.21 00:31:11    
 40.8  19.3    0.0   40.0  4.84 120.9   19.0  4.39  7071     0   101   1.21 00:31:21    
 42.2  17.7    0.0   40.1  4.25 106.1   14.4  5.67  3617     0   101   1.21 00:31:31    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 38.4  19.2    0.0   42.4  3.89  97.3   14.3  5.54  6317     0   101   1.21 00:31:41    
 39.3  20.3    0.0   40.4  4.36 109.1   15.6  5.22  4528     0   101   1.21 00:31:51    
 45.6  17.2    0.0   37.2  3.76  94.1   19.2  5.71  2971     0   101   1.21 00:32:01    
 40.2  20.5    0.0   39.3  4.59 114.6   17.9  4.93  4160     0   101   1.21 00:32:11    
 30.2  19.9    0.0   49.9  3.31  82.8   12.5  6.35  6167     0   101   1.21 00:32:21    
 34.4  21.8    0.0   43.8  3.80  95.0   14.6  5.61  4290     0   101   1.21 00:32:31    
 36.4  18.5    0.0   45.1  3.64  90.9   13.2  6.17  4207     0   101   1.21 00:32:41    
 39.6  17.2    0.0   43.2  3.87  96.7   13.8  5.38  4647     0   101   1.21 00:32:51    
 47.4  21.8    0.0   30.8  4.44 111.0   23.9  5.18  3234     0   101   1.21 00:33:01    
 38.6  21.8    0.0   39.6  4.93 123.4   20.4  4.14  6920     0   101   1.21 00:33:11    
 32.1  23.6    0.0   44.3  3.73  93.2   15.1  5.93  4059     0   101   1.21 00:33:21    
 29.4  14.3    0.0   56.2  2.95  73.7   10.4  6.41  1762     0   101   1.21 00:33:31    
 23.5  16.4    0.0   60.1  2.67  66.9   10.2  7.21  1618     0   101   1.21 00:33:41    
 23.4  15.4    0.0   61.1  2.62  65.5   10.0  6.70  2136     0   101   1.21 00:33:51    
 29.7  15.5    0.0   54.9  2.68  67.0   14.0  7.19  1625     0   101   1.21 00:34:01    
 39.7  21.1    0.0   39.1  5.07 126.9   19.5  4.17  6307     0   101   1.21 00:34:11    
 33.7   9.8    0.0   56.4  2.90  72.5   12.0  6.93  1485     0   101   1.21 00:34:21    
 41.2  18.9    0.0   39.9  4.05 101.2   13.7  5.57  2559     0   101   1.21 00:34:31    
 37.8  14.0    0.0   48.2  3.46  86.6   12.7  6.37  2034     0   101   1.21 00:34:41    
 39.1  17.0    0.0   43.9  3.74  93.5   14.1  5.87  2468     0   101   1.21 00:34:51    
 47.2  19.7    0.0   33.1  4.08 101.9   20.2  5.66  2793     0   101   1.21 00:35:01    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 44.3  19.0    0.0   36.7  5.09 127.2   23.2  3.86  6133     0   101   1.21 00:35:11    
 39.3  21.1    0.0   39.7  4.34 108.5   16.6  5.01  3666     0   101   1.21 00:35:21    
 30.3  16.3    0.0   53.4  3.09  77.2   12.5  6.83  3522     0   101   1.21 00:35:31    
 29.3  20.3    0.0   50.4  3.28  82.0   13.4  6.26  2390     0   101   1.21 00:35:41    
 39.6  17.1    0.0   43.3  3.80  94.9   12.6  5.92  2994     0   101   1.21 00:35:51    
 45.4  20.0    0.0   34.6  3.64  91.1   22.6  5.83  2316     0   101   1.21 00:36:01    
 39.7  21.5    0.0   38.8  5.98 149.4   23.8  3.42  8204     0   101   1.21 00:36:11    
 40.0  16.5    0.0   43.4  3.82  95.5   14.8  5.56  2832     0   101   1.21 00:36:21    
 39.1  21.1    0.0   39.8  5.44 136.0   18.4  4.47  8183     0   101   1.21 00:36:31    
 36.0  12.7    0.0   51.3  3.29  82.3   13.1  6.20  2125     0   101   1.21 00:36:41    
 39.1  20.7    0.0   40.2  4.31 107.7   13.7  5.55  4031     0   101   1.21 00:36:51    
 44.7  19.2    0.0   36.0  4.23 105.7   19.1  5.07  6616     0   101   1.21 00:37:01    
 41.6  17.5    0.0   41.0  3.98  99.6   15.3  5.86  3332     0   101   1.21 00:37:11    
 39.3  19.5    0.0   41.2  3.91  97.8   13.2  5.47  6072     0   101   1.21 00:37:21    
 41.1  18.6    0.0   40.3  4.19 104.7   15.6  5.49  4673     0   101   1.21 00:37:31    
 31.2  19.2    0.0   49.6  3.46  86.5   11.7  6.00  3181     0   101   1.21 00:37:42    
 32.3  19.1    0.0   48.6  3.48  86.9   12.7  5.81  5934     0   101   1.21 00:37:52    
 33.7  21.2    0.0   45.1  3.31  82.8   17.1  6.09  3282     0   101   1.21 00:38:02    
 35.6  25.0    0.0   39.4  4.96 124.0   18.7  4.26  7549     0   101   1.21 00:38:12    
 36.7  20.4    0.0   42.9  3.89  97.3   13.7  5.57  5566     0   101   1.21 00:38:22    
 39.8  20.1    0.0   40.2  4.79 119.7   17.6  4.61  6888     0   101   1.21 00:38:32    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 32.9  10.8    0.0   56.3  2.91  72.9   11.2  6.74  1795     0   101   1.21 00:38:42    
 38.6  21.0    0.0   40.5  4.46 111.4   15.8  4.93  7160     0   101   1.21 00:38:52    
 44.6  18.2    0.0   37.1  3.57  89.3   20.3  6.23  2148     0   101   1.21 00:39:02    
 38.1  24.2    0.0   37.7  4.77 119.3   21.8  4.58  6932     0   101   1.21 00:39:12    
 35.9  13.3    0.0   50.8  3.27  81.6   11.7  6.59  2063     0   101   1.21 00:39:22    
 41.4  18.0    0.0   40.6  4.08 102.0   14.8  5.46  3173     0   101   1.21 00:39:32    
 34.6  15.4    0.0   50.0  3.31  82.7   12.4  6.55  2435     0   101   1.21 00:39:42    
 34.2  12.4    0.0   53.4  3.11  77.8   12.2  6.29  2204     0   101   1.21 00:39:52    
 44.8  22.3    0.0   32.8  4.54 113.4   23.0  5.06  4089     0   101   1.21 00:40:02    
 45.1  19.1    0.0   35.8  5.89 147.2   26.6  2.81  7941     0   101   1.21 00:40:12    
 41.6  18.2    0.0   40.3  4.37 109.4   15.7  5.27  3004     0   101   1.21 00:40:22    
 36.3  22.7    0.0   41.0  3.91  97.7   14.7  5.79  3411     0   101   1.21 00:40:32    
 26.4  16.1    0.0   57.5  2.89  72.2   10.6  6.75  2484     0   101   1.21 00:40:42    
 33.3  23.0    0.0   43.6  3.75  93.7   14.3  5.56  2819     0   101   1.21 00:40:52    
 41.8  16.1    0.0   42.0  3.47  86.8   18.3  5.95  3056     0   101   1.21 00:41:02    
 42.0  20.0    0.0   37.9  4.49 112.2   18.3  5.25  4393     0   101   1.21 00:41:12    
 34.1  13.4    0.0   52.4  3.13  78.2   11.7  6.13  2728     0   101   1.21 00:41:22    
 34.0  21.3    0.0   44.7  3.70  92.5   14.5  6.24  3102     0   101   1.21 00:41:32    
 24.4  15.8    0.0   59.7  2.69  67.2   10.5  6.86  1823     0   101   1.21 00:41:42    
 31.0  13.0    0.0   56.0  2.90  72.4   11.2  6.94  2091     0   101   1.21 00:41:52    
