
System configuration: type=Shared mode=Uncapped smt=4 lcpu=32 mem=16384MB psize=12 ent=4.00 

%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
 38.8  20.7    0.0   40.4  5.15 128.7   17.4  3.75  7593     0   101   1.21 00:26:21    
 42.6  17.4    0.0   40.0  4.48 112.0   16.8  4.72  3720     0   101   1.21 00:26:31    
 30.5  20.2    0.0   49.3  3.45  86.3   13.0  5.70  2002     0   101   1.21 00:26:41    
 31.9  19.7    0.0   48.4  3.44  85.9   13.2  5.56  1976     0   101   1.21 00:26:51    
 28.2  14.5    0.0   57.2  2.46  61.5   13.6  6.76  2535     0   101   1.21 00:27:01    
 36.7  27.0    0.0   36.3  5.14 128.4   25.0  3.59  7676     0   101   1.21 00:27:11    
 29.3  14.7    0.0   55.9  2.94  73.4   10.9  6.40  1786     0   101   1.21 00:27:21    
 26.6  17.6    0.0   55.9  2.95  73.7   12.8  5.98  1914     0   101   1.21 00:27:31    
 22.4  14.1    0.0   63.5  2.46  61.4   10.2  6.91  1341     0   101   1.21 00:27:41    
 28.8  16.4    0.0   54.8  3.03  75.8   10.5  5.94  2237     0   101   1.21 00:27:51    
 27.4  16.6    0.0   56.0  2.58  64.4   14.9  7.24  1627     0   101   1.21 00:28:01    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 36.1  24.6    0.0   39.3  4.49 112.3   18.0  4.63  6608     0   101   1.21 00:28:11    
 34.1  25.0    0.0   40.9  4.12 103.0   14.1  5.37  4499     0   101   1.21 00:28:21    
 29.4  15.2    0.0   55.4  2.97  74.3   11.8  6.37  2027     0   101   1.21 00:28:31    
 23.9  16.0    0.0   60.2  2.67  66.9   11.5  6.97  1646     0   101   1.21 00:28:41    
 29.4  16.6    0.0   54.0  3.01  75.3   10.7  6.47  2396     0   101   1.21 00:28:51    
 33.5  14.5    0.0   52.0  2.90  72.4   15.9  6.58  1864     0   101   1.21 00:29:01    
 33.1  21.0    0.0   46.0  3.55  88.7   14.1  6.31  2970     0   101   1.21 00:29:11    
 26.7  12.8    0.0   60.5  2.57  64.2   12.0  6.94  1748     0   101   1.21 00:29:21    
 30.0  19.2    0.0   50.8  3.32  83.1   11.8  6.58  2350     0   101   1.21 00:29:31    
 24.8  14.8    0.0   60.4  2.64  66.0   11.4  6.96  1554     0   101   1.21 00:29:41    
