
System configuration: type=Shared mode=Uncapped smt=4 lcpu=8 mem=8192MB psize=48 ent=1.00 

%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
 18.6  12.7    0.0   68.7  0.48  47.6    8.0   711    35   101   0.58 00:00:10    
  1.8   0.7    0.0   97.5  0.04   4.4    1.7   305     2   101   0.56 00:00:20    
  1.8   0.6    0.0   97.5  0.04   4.3    1.6   301     2   101   0.56 00:00:30    
  1.9   0.6    0.0   97.4  0.05   4.5    1.6   309     3   101   0.56 00:00:40    
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   298     2   101   0.57 00:00:50    
  1.8   0.7    0.0   97.5  0.04   4.5    1.7   304     3   101   0.56 00:01:00    
  2.8   2.1    0.0   95.1  0.08   8.0    2.2   303     4   101   0.57 00:01:10    
  2.0   0.6    0.0   97.4  0.04   4.5    1.5   299     2   101   0.56 00:01:20    
  1.8   0.6    0.0   97.6  0.04   4.3    1.5   305     2   101   0.56 00:01:30    
  1.9   0.7    0.0   97.4  0.05   4.5    1.7   304     2   101   0.56 00:01:40    
  2.0   0.6    0.0   97.4  0.04   4.5    1.6   295     2   101   0.56 00:01:50    
  1.9   0.6    0.0   97.4  0.05   4.6    1.6   306     3   101   0.56 00:02:00    
  2.8   2.2    0.0   95.0  0.08   8.1    2.2   342     6   101   0.57 00:02:10    
  1.8   0.7    0.0   97.4  0.05   4.5    1.6   302     4   101   0.56 00:02:20    
  2.0   0.7    0.0   97.4  0.05   4.6    1.5   305     2   101   0.56 00:02:30    
  2.1   0.7    0.0   97.2  0.05   5.0    1.7   317     2   101   0.56 00:02:40    
  1.8   0.7    0.0   97.5  0.05   4.5    1.5   316     1   101   0.56 00:02:50    
  1.8   0.7    0.0   97.5  0.04   4.5    1.6   302     4   101   0.56 00:03:00    
  3.1   2.1    0.0   94.8  0.09   8.6    2.1   304     5   101   0.57 00:03:10    
  1.9   0.7    0.0   97.4  0.05   4.5    1.6   301     2   101   0.56 00:03:20    
  1.8   0.8    0.0   97.4  0.05   4.6    1.6   306     2   101   0.56 00:03:30    
