
System configuration: type=Shared mode=Uncapped smt=4 lcpu=8 mem=8192MB psize=48 ent=1.00 

%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
 18.0  11.3    0.0   70.6  0.44  44.2    7.3   622     6   101   0.58 00:00:10    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   319     0   101   0.56 00:00:20    
  1.9   1.4    0.0   96.7  0.06   5.6    1.7   374     1   101   0.56 00:00:30    
  2.0   0.7    0.0   97.3  0.05   4.6    1.6   307     0   101   0.56 00:00:40    
  1.8   0.6    0.0   97.6  0.04   4.3    1.7   308     0   101   0.56 00:00:50    
  1.9   0.6    0.0   97.5  0.04   4.4    1.5   312     1   101   0.56 00:01:00    
  2.9   1.5    0.0   95.6  0.07   7.0    2.0   324     0   101   0.57 00:01:10    
  1.9   0.7    0.0   97.5  0.04   4.4    1.7   318     0   101   0.56 00:01:20    
  1.9   1.2    0.0   96.9  0.05   5.2    1.6   319     0   101   0.57 00:01:30    
  1.9   0.6    0.0   97.5  0.04   4.4    1.5   311     0   101   0.57 00:01:40    
  1.8   0.6    0.0   97.5  0.04   4.3    1.5   308     0   101   0.56 00:01:50    
  2.5   1.4    0.0   96.1  0.07   6.6    1.9   307     0   101   0.57 00:02:00    
  2.2   0.8    0.0   97.0  0.05   5.1    1.7   305     1   101   0.56 00:02:10    
  1.9   0.6    0.0   97.4  0.05   4.5    1.5   315     0   101   0.56 00:02:20    
  1.9   1.3    0.0   96.8  0.06   5.5    1.9   324     0   101   0.56 00:02:30    
  1.9   0.7    0.0   97.4  0.05   4.5    1.6   312     0   101   0.56 00:02:40    
  1.9   0.6    0.0   97.5  0.04   4.5    1.7   316     0   101   0.56 00:02:50    
  2.6   1.2    0.0   96.2  0.06   6.3    1.7   304     1   101   0.57 00:03:00    
  2.3   1.0    0.0   96.7  0.06   5.7    1.7   305     0   101   0.57 00:03:10    
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   303     0   101   0.56 00:03:20    
  1.9   1.2    0.0   96.9  0.05   5.3    1.7   314     0   101   0.57 00:03:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.2   1.0    0.0   96.8  0.05   5.4    1.8   306     0   101   0.57 00:03:40    
  1.7   0.7    0.0   97.6  0.04   4.3    1.6   309     1   101   0.56 00:03:50    
  2.4   0.8    0.0   96.8  0.05   5.4    1.6   304     2   101   0.57 00:04:00    
  2.5   1.2    0.0   96.3  0.06   6.2    2.1   358     1   101   0.57 00:04:10    
  1.8   0.7    0.0   97.4  0.05   4.6    1.7   324     1   101   0.56 00:04:20    
  1.8   1.2    0.0   96.9  0.05   5.2    1.7   318     0   101   0.57 00:04:30    
  2.0   0.6    0.0   97.4  0.05   4.6    1.6   312     0   101   0.56 00:04:40    
  2.0   0.6    0.0   97.4  0.05   4.5    1.7   317     0   101   0.56 00:04:50    
  1.8   0.7    0.0   97.4  0.05   4.5    1.6   322     1   101   0.56 00:05:00    
  3.3   1.9    0.0   94.8  0.08   8.3    2.3   335     1   101   0.57 00:05:10    
  2.2   0.9    0.0   96.9  0.06   5.5    1.9   306     1   101   0.57 00:05:20    
 14.6  13.3    0.1   71.9  0.39  38.9    7.1   674    13   101   0.58 00:05:30    
  6.2   4.7    0.1   89.0  0.17  17.2    2.9   577     3   101   0.57 00:05:40    
  1.9   0.6    0.0   97.5  0.04   4.5    1.4   313     0   101   0.56 00:05:50    
  2.0   1.0    0.0   97.0  0.05   5.2    1.7   316     0   101   0.56 00:06:00    
  2.8   1.5    0.0   95.7  0.07   7.2    1.9   307     1   101   0.57 00:06:10    
  1.9   0.6    0.0   97.5  0.04   4.5    1.6   322     1   101   0.56 00:06:20    
  1.7   1.5    0.0   96.7  0.06   5.6    1.7   360     1   101   0.57 00:06:30    
  1.9   0.7    0.0   97.3  0.05   4.7    1.6   346     1   101   0.56 00:06:40    
  1.9   0.6    0.0   97.5  0.04   4.3    1.7   320     1   101   0.56 00:06:50    
  2.7   1.3    0.0   96.1  0.07   6.7    1.9   321     1   101   0.57 00:07:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.0   0.9    0.0   97.1  0.05   5.0    1.7   324     0   101   0.56 00:07:10    
  2.0   0.6    0.0   97.4  0.05   4.5    1.8   317     0   101   0.56 00:07:20    
  2.1   1.4    0.0   96.5  0.06   5.9    1.9   329     1   101   0.57 00:07:30    
  2.0   0.7    0.0   97.3  0.05   4.7    1.6   317     1   101   0.56 00:07:40    
  1.8   0.7    0.0   97.4  0.04   4.4    1.5   321     1   101   0.56 00:07:50    
  2.8   1.5    0.0   95.7  0.07   7.1    2.1   315     4   101   0.57 00:08:00    
  2.1   0.6    0.0   97.2  0.05   4.8    1.7   341     1   101   0.56 00:08:10    
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   318     0   101   0.56 00:08:20    
  1.9   1.3    0.0   96.8  0.05   5.4    1.7   322     1   101   0.57 00:08:30    
  2.0   0.6    0.0   97.4  0.05   4.5    1.5   305     1   101   0.56 00:08:40    
  1.9   0.6    0.0   97.5  0.04   4.5    1.7   311     1   101   0.56 00:08:50    
  2.5   1.3    0.0   96.3  0.06   6.2    1.8   305     1   101   0.57 00:09:00    
  2.1   0.8    0.0   97.1  0.05   5.1    1.7   304     1   101   0.57 00:09:10    
  2.0   0.6    0.0   97.4  0.05   4.5    1.8   308     1   101   0.56 00:09:20    
  1.9   1.2    0.0   96.8  0.05   5.3    1.8   329     1   101   0.57 00:09:30    
  1.9   0.8    0.0   97.3  0.05   4.7    1.7   310     1   101   0.56 00:09:40    
  2.0   0.8    0.0   97.2  0.05   4.8    1.7   310     1   101   0.57 00:09:50    
  2.8   1.0    0.0   96.2  0.06   6.1    1.8   319     4   101   0.57 00:10:00    
  3.8   1.4    0.0   94.9  0.08   7.7    2.4   385     6   101   0.57 00:10:10    
  1.8   0.8    0.0   97.4  0.05   4.6    1.6   325     3   101   0.56 00:10:20    
  1.9   1.2    0.0   96.8  0.05   5.4    1.6   325     2   101   0.56 00:10:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.0   0.6    0.0   97.3  0.05   4.7    1.6   319     2   101   0.56 00:10:40    
  1.9   0.7    0.0   97.5  0.04   4.4    1.7   313     1   101   0.56 00:10:50    
  1.8   0.7    0.0   97.5  0.04   4.4    1.7   316     2   101   0.56 00:11:00    
  2.9   1.4    0.0   95.7  0.07   7.2    1.9   310     3   101   0.57 00:11:10    
  1.9   0.6    0.0   97.4  0.05   4.5    1.7   313     3   101   0.56 00:11:20    
  1.9   1.3    0.0   96.8  0.05   5.4    1.8   316     3   101   0.57 00:11:30    
  1.9   0.7    0.0   97.5  0.04   4.4    1.6   310     2   101   0.56 00:11:40    
  2.0   0.6    0.0   97.4  0.04   4.5    1.6   302     1   101   0.57 00:11:50    
  1.9   0.6    0.0   97.5  0.04   4.4    1.7   306     1   101   0.56 00:12:00    
  2.7   1.6    0.0   95.7  0.07   7.1    1.9   301     1   101   0.57 00:12:10    
  1.9   0.6    0.0   97.4  0.05   4.6    1.6   335     0   101   0.56 00:12:20    
  1.9   1.2    0.0   96.9  0.05   5.2    1.7   318     1   101   0.57 00:12:30    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   303     2   101   0.57 00:12:40    
  1.8   0.6    0.0   97.5  0.04   4.3    1.7   305     1   101   0.56 00:12:50    
  2.7   1.3    0.0   96.0  0.07   6.6    1.9   303     3   101   0.57 00:13:00    
  2.3   0.8    0.0   96.9  0.05   5.4    1.6   305     1   101   0.57 00:13:10    
