
System configuration: type=Shared mode=Uncapped smt=4 lcpu=8 mem=8192MB psize=48 ent=1.00 

%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
 18.7  11.7    0.0   69.6  0.46  45.9    7.8   597    25   101   0.58 00:00:10    
  1.8   0.7    0.0   97.5  0.04   4.5    1.5   313     1   101   0.56 00:00:20    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   319     0   101   0.56 00:00:30    
  2.1   1.4    0.1   96.5  0.06   5.9    1.8   363     2   101   0.57 00:00:40    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   317     1   101   0.56 00:00:50    
  2.2   0.8    0.0   97.0  0.05   5.0    1.8   327     3   101   0.56 00:01:00    
  2.5   1.5    0.0   96.0  0.07   6.9    1.9   320     2   101   0.57 00:01:10    
  1.8   0.6    0.0   97.6  0.04   4.3    1.5   325     1   101   0.56 00:01:20    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   326     1   101   0.56 00:01:30    
  2.0   1.3    0.0   96.7  0.05   5.5    1.7   328     0   101   0.57 00:01:40    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   321     1   101   0.56 00:01:50    
  1.8   0.6    0.0   97.5  0.04   4.5    1.6   313     1   101   0.56 00:02:00    
  2.8   1.4    0.0   95.7  0.07   7.2    1.9   308     2   101   0.57 00:02:10    
  1.8   0.7    0.0   97.5  0.04   4.3    1.6   312     2   101   0.56 00:02:20    
  1.8   0.7    0.0   97.5  0.04   4.4    1.7   307     0   101   0.56 00:02:30    
  2.0   1.2    0.0   96.8  0.05   5.4    1.7   317     0   101   0.57 00:02:40    
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   313     1   101   0.56 00:02:50    
  1.8   0.8    0.0   97.4  0.05   4.6    1.7   314     3   101   0.56 00:03:00    
  3.0   1.5    0.0   95.5  0.07   7.5    2.1   300     2   101   0.57 00:03:10    
  1.9   0.6    0.0   97.6  0.04   4.3    1.5   296     1   101   0.56 00:03:20    
  2.2   0.9    0.0   97.0  0.05   5.2    1.7   305     1   101   0.57 00:03:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.8   1.3    0.0   96.9  0.05   5.3    1.8   305     1   101   0.57 00:03:40    
  2.4   1.3    0.0   96.3  0.06   6.2    1.8   300     2   101   0.57 00:03:50    
  1.9   0.6    0.0   97.5  0.04   4.4    1.5   301     3   101   0.56 00:04:00    
  2.9   1.4    0.0   95.7  0.07   7.0    1.9   299     1   101   0.57 00:04:10    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   299     1   101   0.56 00:04:20    
  1.9   0.7    0.0   97.5  0.04   4.4    1.6   306     0   101   0.56 00:04:30    
  1.9   1.2    0.0   96.9  0.05   5.2    1.7   302     1   101   0.57 00:04:40    
  2.0   0.7    0.0   97.3  0.05   4.6    1.6   303     1   101   0.57 00:04:50    
  1.8   0.8    0.0   97.4  0.05   4.6    1.7   313     1   101   0.56 00:05:00    
  2.9   1.5    0.0   95.5  0.07   7.2    2.1   325     1   101   0.57 00:05:10    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   296     0   101   0.56 00:05:20    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   305     0   101   0.56 00:05:30    
  2.0   1.4    0.0   96.7  0.06   5.6    1.7   318     1   101   0.57 00:05:40    
  1.9   0.6    0.0   97.4  0.04   4.5    1.7   292     1   101   0.56 00:05:50    
  2.2   1.0    0.0   96.8  0.05   5.4    1.7   336     2   101   0.56 00:06:00    
  2.6   1.5    0.0   95.9  0.07   7.1    1.9   301     3   101   0.57 00:06:10    
  1.9   0.8    0.0   97.4  0.05   4.6    1.5   318     1   101   0.56 00:06:20    
  2.0   0.6    0.0   97.4  0.04   4.5    1.5   329     1   101   0.56 00:06:30    
  2.0   1.2    0.0   96.8  0.06   5.5    1.7   323     1   101   0.57 00:06:40    
  1.8   0.7    0.0   97.5  0.04   4.3    1.5   313     0   101   0.56 00:06:50    
  1.8   0.8    0.0   97.4  0.05   4.6    1.7   316     1   101   0.56 00:07:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  2.9   1.5    0.0   95.6  0.07   7.3    2.0   310     3   101   0.57 00:07:10    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   311     1   101   0.56 00:07:20    
  1.8   0.8    0.0   97.4  0.05   4.6    1.6   319     0   101   0.56 00:07:30    
  1.9   1.3    0.0   96.8  0.05   5.3    1.8   317     2   101   0.57 00:07:40    
  1.9   0.6    0.0   97.5  0.04   4.5    1.6   311     1   101   0.56 00:07:50    
  1.9   0.6    0.0   97.4  0.05   4.5    1.6   313     2   101   0.56 00:08:00    
  3.0   1.6    0.0   95.4  0.07   7.5    1.9   305     3   101   0.57 00:08:10    
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   301     1   101   0.56 00:08:20    
  1.9   0.6    0.0   97.5  0.04   4.3    1.6   312     1   101   0.56 00:08:30    
  2.0   1.0    0.0   97.0  0.05   5.0    1.7   305     1   101   0.57 00:08:40    
  1.9   1.1    0.0   97.0  0.05   5.2    1.6   308     1   101   0.57 00:08:50    
  1.9   0.7    0.0   97.4  0.05   4.6    1.7   302     3   101   0.56 00:09:00    
  2.9   1.4    0.0   95.7  0.07   7.1    1.9   297     3   101   0.57 00:09:10    
  1.9   0.6    0.0   97.4  0.05   4.5    1.6   297     1   101   0.56 00:09:20    
  1.8   0.7    0.0   97.5  0.04   4.4    1.7   302     1   101   0.56 00:09:30    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   296     1   101   0.56 00:09:40    
  1.9   1.2    0.0   96.8  0.05   5.3    1.8   307     1   101   0.57 00:09:50    
  2.0   0.7    0.0   97.4  0.05   4.6    1.6   319     1   101   0.57 00:10:00    
  4.5   1.8    0.0   93.7  0.09   9.3    2.5   383     6   101   0.57 00:10:10    
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   316     2   101   0.56 00:10:20    
  2.0   0.6    0.0   97.4  0.05   4.6    1.6   321     1   101   0.56 00:10:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  1.9   0.7    0.0   97.4  0.04   4.5    1.6   315     2   101   0.56 00:10:40    
  1.7   1.3    0.0   96.9  0.05   5.2    1.7   311     2   101   0.57 00:10:50    
  2.0   0.6    0.0   97.4  0.05   4.5    1.6   308     2   101   0.56 00:11:00    
  2.9   1.5    0.0   95.6  0.08   7.5    2.1   304     5   101   0.57 00:11:10    
  1.9   0.7    0.0   97.4  0.05   4.6    1.6   304     2   101   0.56 00:11:20    
  1.8   0.7    0.0   97.5  0.04   4.4    1.6   310     2   101   0.56 00:11:30    
  2.0   0.6    0.0   97.4  0.04   4.5    1.6   304     1   101   0.56 00:11:40    
  1.9   1.2    0.0   96.9  0.05   5.3    1.6   305     2   101   0.57 00:11:50    
  1.8   0.7    0.0   97.5  0.04   4.5    1.6   301     2   101   0.56 00:12:00    
  2.8   1.6    0.0   95.7  0.07   7.3    1.9   302     3   101   0.57 00:12:10    
  1.9   0.6    0.0   97.5  0.04   4.4    1.6   318     1   101   0.56 00:12:20    
  2.0   0.6    0.0   97.4  0.05   4.6    1.6   317     1   101   0.56 00:12:30    
  1.7   0.8    0.0   97.5  0.04   4.5    1.6   339     1   101   0.56 00:12:40    
  2.0   1.2    0.0   96.8  0.05   5.4    1.6   308     2   101   0.57 00:12:50    
  1.9   0.6    0.0   97.4  0.05   4.5    1.6   307     4   101   0.56 00:13:00    
  3.0   1.6    0.0   95.5  0.08   7.6    1.9   317     2   101   0.57 00:13:10    
  1.8   0.7    0.0   97.4  0.04   4.5    1.7   304     1   101   0.56 00:13:20    
  2.0   0.6    0.0   97.4  0.04   4.5    1.5   308     1   101   0.56 00:13:30    
  2.0   0.6    0.0   97.4  0.05   4.6    1.6   304     0   101   0.57 00:13:40    
