
System configuration: type=Shared mode=Uncapped smt=4 lcpu=12 mem=8192MB psize=12 ent=1.00 

%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
 46.6  11.0    0.0   42.3  0.97  96.6    9.2  6.05  1005     0   101   1.21 01:35:21    
 36.1  13.0    0.0   50.8  0.83  83.4    8.6  5.59   699     0   101   1.21 01:35:31    
 49.2   9.9    0.0   40.9  1.00  99.8    9.1  6.84   671     0   101   1.21 01:35:41    
 29.7  10.0    0.0   60.3  0.67  67.0    7.6  6.56   678     0   101   1.21 01:35:51    
 48.0  11.9    0.0   40.1  1.22 121.8   11.4  5.36   879     0   101   1.21 01:36:02    
 30.1  19.6    0.0   50.3  0.82  82.3    9.5  4.66  1855     0   101   1.21 01:36:12    
 48.6  10.6    0.0   40.8  1.08 107.5    9.9  5.66   824     0   101   1.21 01:36:22    
 23.5   8.0    0.1   68.4  0.54  53.8    6.5  6.15   497     0   101   1.21 01:36:32    
 48.0  12.3    0.0   39.7  1.07 107.4   10.6  5.86   780     0   101   1.21 01:36:42    
 28.9   6.7    0.0   64.4  0.60  60.4    6.8  5.96   564     0   101   1.21 01:36:52    
 46.2  12.9    0.0   40.9  1.11 111.2   10.0  6.24   632     0   101   1.21 01:37:02    
 38.1  11.7    0.0   50.2  0.83  83.2    8.9  6.41  1152     0   101   1.21 01:37:12    
 41.2  19.5    0.2   39.2  1.33 133.4   12.9  5.93  1413     0   101   1.21 01:37:22    
 44.2   9.8    0.0   46.0  0.92  91.5    8.9  5.81   915     0   101   1.21 01:37:32    
 38.3  12.0    0.0   49.7  0.85  84.9    8.4  7.16   783     0   101   1.21 01:37:42    
 47.4   9.6    0.0   43.0  0.96  95.6    9.4  5.59   744     0   101   1.21 01:37:52    
 35.3  14.1    0.0   50.7  0.83  82.7    9.0  5.73   826     0   101   1.21 01:38:02    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 47.8  11.8    0.0   40.4  1.09 109.1   10.5  4.37  1080     0   101   1.21 01:38:12    
 28.9  11.9    0.0   59.2  0.69  68.7    8.0  5.12   801     0   101   1.21 01:38:22    
 48.3  11.4    0.0   40.3  1.09 108.9   10.2  6.12  1107     0   101   1.21 01:38:32    
 25.2   8.6    0.0   66.3  0.57  57.2    6.6  7.38   582     0   101   1.21 01:38:42    
 49.5  10.2    0.0   40.3  1.11 111.2   10.8  7.11   781     0   101   1.21 01:38:52    
 29.9  11.2    0.0   58.9  0.69  68.8    7.7  6.99   904     0   101   1.21 01:39:02    
 47.0  12.1    0.0   40.9  1.09 108.5   10.0  4.69   897     0   101   1.21 01:39:12    
 29.8   7.8    0.0   62.4  0.64  63.7    7.1  5.72   561     0   101   1.21 01:39:22    
 46.1  13.4    0.0   40.4  1.10 110.4   10.1  5.72   777     0   101   1.21 01:39:32    
 31.3   6.9    0.0   61.8  0.65  64.9    6.8  8.13   575     0   101   1.21 01:39:42    
 46.7  12.6    0.0   40.7  1.02 102.1    9.5  6.22   730     0   101   1.21 01:39:52    
 50.9  11.8    0.0   37.3  1.01 101.1   11.5  7.25   649     0   101   1.21 01:40:02    
 47.8  30.0    0.0   22.2  1.79 179.2   40.0  3.08  4252     0   101   1.21 01:40:12    
 45.3  13.8    0.0   40.9  1.12 111.9   10.1  5.82  1741     0   101   1.21 01:40:22    
 30.8  12.5    0.0   56.7  0.73  73.0    7.9  6.13   780     0   101   1.21 01:40:32    
 49.6  10.0    0.0   40.4  1.07 107.4   10.0  6.17   895     0   101   1.21 01:40:42    
 27.6  10.2    0.0   62.1  0.65  64.6    7.1  6.82   547     0   101   1.21 01:40:52    
 49.0  10.9    0.0   40.0  1.11 111.1   10.8  6.43   697     0   101   1.21 01:41:02    
 27.0   9.4    0.0   63.5  0.62  62.1    6.9  6.62   717     0   101   1.21 01:41:12    
 48.3  11.4    0.0   40.3  1.12 112.3   10.9  5.74   914     0   101   1.21 01:41:22    
 28.1   9.4    0.0   62.4  0.64  64.2    7.2  6.59   675     0   101   1.21 01:41:32    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 48.0  11.5    0.0   40.5  1.07 106.8    9.6  6.72   726     0   101   1.21 01:41:42    
 35.2  10.8    0.0   54.0  0.78  77.9    7.9  6.27   779     0   101   1.21 01:41:52    
 46.7  13.9    0.0   39.4  1.17 117.4   11.6  6.87   861     0   101   1.21 01:42:02    
 34.5  11.0    0.0   54.5  0.76  76.3    8.2  4.87   937     0   101   1.21 01:42:12    
 45.3  12.8    0.0   41.9  0.98  98.1    9.0  5.94   623     0   101   1.21 01:42:22    
 39.4   9.9    0.0   50.6  0.82  82.2    8.7  5.57   726     0   101   1.21 01:42:32    
 41.3  12.6    0.0   46.0  0.91  91.4    8.9  7.06   856     0   101   1.21 01:42:42    
 43.1   7.9    0.0   49.0  0.86  86.0    8.1  6.30   545     0   101   1.21 01:42:52    
 39.5  14.4    0.0   46.1  0.91  90.8    9.6  5.64   882     0   101   1.21 01:43:02    
 48.4  11.8    0.0   39.7  1.10 109.8   11.0  5.02   994     0   101   1.21 01:43:12    
 27.0  10.8    0.0   62.2  0.64  64.5    7.0  5.18   821     0   101   1.21 01:43:22    
 48.5  10.9    0.0   40.5  1.08 108.0   10.1  5.85  1071     0   101   1.21 01:43:32    
 22.7  11.3    0.0   66.0  0.58  58.0    6.8  7.56   615     0   101   1.21 01:43:42    
 49.8   9.5    0.0   40.6  1.03 102.9    9.6  6.30   573     0   101   1.21 01:43:52    
 27.9  10.2    0.0   61.9  0.64  64.1    7.1  6.68   656     0   101   1.21 01:44:02    
 47.2  12.2    0.0   40.6  1.16 116.4   11.2  5.37   907     0   101   1.21 01:44:12    
 28.4   7.5    0.0   64.1  0.61  60.6    6.9  6.19   517     0   101   1.21 01:44:22    
 46.4  12.5    0.0   41.0  1.11 110.7    9.8  5.93   735     0   101   1.21 01:44:32    
 31.2   8.2    0.0   60.6  0.65  65.3    7.6  7.58   823     0   101   1.21 01:44:42    
 46.6  12.4    0.0   41.0  1.03 103.4    9.3  5.72   606     0   101   1.21 01:44:52    
 49.7  16.2    0.0   34.1  1.06 105.6   13.9  6.88  1031     0   101   1.21 01:45:02    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 42.4  35.3    0.0   22.4  1.64 164.3   37.6  3.17  4478     0   101   1.21 01:45:12    
 47.7  12.8    0.0   39.5  1.17 117.2   11.6  3.87  1351     0   101   1.21 01:45:22    
 27.2  10.5    0.0   62.3  0.64  63.9    6.7  5.67   715     0   101   1.21 01:45:32    
 49.1  10.5    0.0   40.3  1.10 109.8   10.3  6.64   827     0   101   1.21 01:45:42    
 29.4  11.6    0.0   59.0  0.70  70.0    7.3  5.66   618     0   101   1.21 01:45:52    
 48.1  11.4    0.0   40.6  1.14 114.5   10.7  5.90   898     0   101   1.21 01:46:02    
 27.8  10.3    0.0   61.9  0.65  64.9    7.1  6.22   665     0   101   1.21 01:46:12    
 47.9  11.7    0.0   40.4  1.09 108.9   10.7  5.45   957     0   101   1.21 01:46:22    
 27.5   8.8    0.0   63.7  0.61  61.4    6.9  6.30   604     0   101   1.21 01:46:32    
 47.5  12.3    0.0   40.2  1.09 108.6   10.9  6.27   969     0   101   1.21 01:46:42    
 26.1   5.5    0.0   68.4  0.54  53.8    6.3  6.72   515     0   101   1.21 01:46:52    
 46.1  13.8    0.0   40.1  1.16 115.8   11.2  5.72   932     0   101   1.21 01:47:02    
 34.0   8.7    0.0   57.4  0.73  72.7    7.5  5.89   696     0   101   1.21 01:47:12    
 45.9  13.8    0.0   40.4  1.04 103.8   10.2  6.88   857     0   101   1.21 01:47:22    
 34.4   7.1    0.0   58.4  0.70  70.2    7.3  6.25   631     0   101   1.21 01:47:32    
 45.2  13.7    0.0   41.0  1.03 102.7    9.6  7.34  1049     0   101   1.21 01:47:42    
 36.3   6.7    0.0   57.0  0.73  72.9    7.5  6.62   517     0   101   1.21 01:47:52    
 45.0  14.9    0.0   40.1  0.99  99.3   10.4  6.47   847     0   101   1.21 01:48:02    
 46.6  12.4    0.0   41.0  0.98  98.4    9.6  4.14   994     0   101   1.21 01:48:12    
 32.3  13.9    0.0   53.8  0.77  77.1    8.6  5.01  1206     0   101   1.21 01:48:22    
 49.6   9.8    0.0   40.7  1.09 109.0   10.2  6.55  1117     0   101   1.21 01:48:32    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 29.2  12.6    0.0   58.2  0.71  71.3    7.5  6.44   874     0   101   1.21 01:48:42    
 50.8   8.6    0.0   40.6  1.03 102.9    9.5  6.17   644     0   101   1.21 01:48:52    
 31.6  13.6    0.0   54.8  0.76  76.2    7.9  6.08   902     0   101   1.21 01:49:02    
 45.5  13.8    0.0   40.7  1.18 118.2   11.3  4.81  1530     0   101   1.21 01:49:12    
 30.8  13.5    0.0   55.7  0.75  74.8    8.2  6.43  1078     0   101   1.21 01:49:22    
 49.4   9.9    0.1   40.6  1.04 104.0    9.4  6.14   693     0   101   1.21 01:49:32    
 30.1  11.7    0.0   58.2  0.70  70.4    8.1  7.17   839     0   101   1.21 01:49:42    
 48.8  10.3    0.0   40.9  1.09 109.5   10.3  5.43   657     0   101   1.21 01:49:52    
 44.5  17.5    0.0   38.0  0.93  93.3   13.5  6.14  1531     0   101   1.21 01:50:02    
 48.4  27.8    0.0   23.8  1.75 175.3   36.9  2.38  4349     0   101   1.21 01:50:12    
 40.0   9.4    0.0   50.6  0.84  83.6    7.4  6.13   737     0   101   1.21 01:50:22    
 37.9  12.6    0.0   49.5  0.85  85.1    8.1  4.93   675     0   101   1.21 01:50:32    
 47.5  12.2    0.0   40.3  1.08 107.6   10.3  5.38  1066     0   101   1.21 01:50:42    
 32.0  10.5    0.0   57.4  0.72  72.4    7.9  6.08   634     0   101   1.21 01:50:52    
 48.5  11.4    0.0   40.0  1.13 112.9   11.0  4.92   902     0   101   1.21 01:51:02    
 29.1  18.5    0.0   52.4  0.78  78.4    9.8  5.49  1532     0   101   1.21 01:51:12    
 48.9  10.4    0.0   40.7  1.06 105.8    9.6  5.87   932     0   101   1.21 01:51:22    
 25.7  10.8    0.0   63.5  0.62  61.7    7.4  6.08   762     0   101   1.21 01:51:32    
 48.8  10.5    0.0   40.7  1.08 108.0   10.0  5.47   646     0   101   1.21 01:51:42    
 28.0  10.4    0.0   61.6  0.64  64.5    7.6  6.87   764     0   101   1.21 01:51:52    
 47.2  12.9    0.0   39.8  1.13 113.3   11.3  4.78   879     0   101   1.21 01:52:02    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 34.9  13.1    0.0   51.9  0.81  81.0    8.7  4.87   996     0   101   1.21 01:52:12    
 47.7  12.0    0.0   40.3  1.06 105.9   10.6  6.56   958     0   101   1.21 01:52:22    
 28.9   8.5    0.0   62.6  0.63  63.1    7.2  5.46   727     0   101   1.21 01:52:32    
 45.7  13.6    0.0   40.7  1.08 108.5   10.0  6.17   892     0   101   1.21 01:52:42    
 33.4   7.2    0.0   59.4  0.69  68.8    7.3  6.53   598     0   101   1.21 01:52:52    
 45.2  14.8    0.0   40.0  1.03 102.9   10.4  6.25   780     0   101   1.21 01:53:02    
 47.6  14.5    0.0   37.9  1.09 108.6   12.2  5.15  1549     0   101   1.21 01:53:12    
 35.5  13.4    0.0   51.1  0.82  82.0    8.4  5.49   934     0   101   1.21 01:53:22    
 48.3  11.1    0.0   40.6  1.11 110.9   10.6  6.57  1104     0   101   1.21 01:53:32    
 28.9  10.8    0.0   60.3  0.67  67.5    7.6  7.21   931     0   101   1.21 01:53:42    
 50.4   8.9    0.0   40.8  1.05 104.7    9.4  7.02   720     0   101   1.21 01:53:52    
 25.7  11.0    0.0   63.2  0.61  61.0    7.3  7.36   669     0   101   1.21 01:54:02    
 48.6  11.1    0.0   40.2  1.05 105.0   10.0  4.55   901     0   101   1.21 01:54:12    
 26.6   9.3    0.0   64.1  0.61  61.0    6.8  6.36   719     0   101   1.21 01:54:22    
 47.5  12.0    0.0   40.6  1.11 110.8   10.6  5.24   936     0   101   1.21 01:54:32    
 30.2   8.7    0.0   61.1  0.65  65.1    7.3  6.90   529     0   101   1.21 01:54:42    
 45.4  14.7    0.0   39.9  1.33 132.8   13.4  5.77  1081     0   101   1.21 01:54:52    
 44.1  12.3    0.0   43.6  0.89  88.6   11.1  6.80   833     0   101   1.21 01:55:02    
 44.9  23.6    0.0   31.6  1.56 156.1   23.3  4.54  2442     0   101   1.21 01:55:12    
 41.6   9.0    0.0   49.4  0.85  85.2    7.9  6.27   696     0   101   1.21 01:55:22    
 38.5  14.4    0.0   47.1  0.88  88.4    9.2  6.32   807     0   101   1.21 01:55:32    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 46.5   8.8    0.0   44.6  0.94  93.8    8.7  6.37   614     0   101   1.21 01:55:42    
 35.3  13.5    0.0   51.2  0.82  81.9    8.9  5.39   960     0   101   1.21 01:55:52    
 48.7  11.9    0.0   39.4  1.15 115.1   11.4  6.04  1010     0   101   1.21 01:56:02    
 30.7  12.4    0.0   56.9  0.73  73.3    7.7  5.21  1003     0   101   1.21 01:56:12    
 48.9  10.2    0.0   40.9  1.10 109.5    9.9  4.75   706     0   101   1.21 01:56:22    
 25.9  11.9    0.1   62.1  0.64  63.7    7.6  4.92   808     0   101   1.21 01:56:32    
 49.3  10.5    0.0   40.1  1.07 107.0   10.3  6.06   747     0   101   1.21 01:56:42    
 26.8  10.0    0.0   63.3  0.62  62.5    7.0  5.53   733     0   101   1.21 01:56:52    
 48.6  11.2    0.0   40.1  1.13 112.9   10.7  6.43   816     0   101   1.21 01:57:02    
 34.5  15.1    0.0   50.4  0.85  84.6    9.0  5.59  1065     0   101   1.21 01:57:12    
 49.2  10.0    0.0   40.9  1.04 104.1    9.7  6.41   906     0   101   1.21 01:57:22    
 25.5   9.5    0.0   65.0  0.60  59.5    6.7  6.83   678     0   101   1.21 01:57:32    
 49.2  10.1    0.0   40.8  1.05 104.9    9.6  6.95   561     0   101   1.21 01:57:42    
 29.3   9.2    0.0   61.5  0.65  65.0    7.5  7.00   613     0   101   1.21 01:57:52    
 46.6  12.6    0.0   40.7  1.21 121.4   11.3  5.87   806     0   101   1.21 01:58:02    
 29.4  10.4    0.0   60.2  0.67  67.2    7.7  4.91  1061     0   101   1.21 01:58:12    
 45.3  13.9    0.0   40.8  1.17 117.3   10.7  4.94  1041     0   101   1.21 01:58:22    
 32.5   8.9    0.0   58.6  0.71  70.9    7.4  6.44   977     0   101   1.21 01:58:32    
 45.6  13.6    0.0   40.8  1.08 108.1    9.8  7.15   890     0   101   1.21 01:58:42    
 35.0   6.6    0.0   58.3  0.71  71.0    7.3  6.94   524     0   101   1.21 01:58:52    
 45.6  13.6    0.0   40.8  0.99  98.6   10.0  7.05   722     0   101   1.21 01:59:02    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 37.1   7.8    0.0   55.0  0.76  75.5    7.9  6.77   614     0   101   1.21 01:59:12    
 42.7  13.3    0.0   44.0  0.93  92.6    9.8  7.36   858     0   101   1.21 01:59:22    
 40.0   8.2    0.0   51.8  0.81  81.3    8.0  6.92   591     0   101   1.21 01:59:32    
 39.2  12.9    0.0   48.0  0.87  87.1    9.1  7.30   890     0   101   1.21 01:59:42    
 43.5   7.5    0.0   49.0  0.87  86.8    8.1  7.23   527     0   101   1.21 01:59:52    
 54.7  24.1    0.0   21.2  1.22 122.2   25.4  5.86  2148     0   101   1.21 02:00:02    
 59.4  39.2    0.0    1.4  2.32 232.3   95.6  0.20 11740     0   101   1.20 02:00:12    
 32.4  31.5    0.0   36.1  1.68 167.7   28.2  0.34  4667     0   101   1.20 02:00:22    
 20.6  41.3    0.1   38.0  1.30 129.6   16.5  2.02  3011     0   101   1.21 02:00:32    
 26.0  34.4    0.0   39.7  1.94 193.5   18.9  1.69  4891     0   101   1.21 02:00:42    
 26.8  33.6    0.0   39.6  1.92 192.0   19.5  2.42  3835     0   101   1.21 02:00:52    
 22.7  38.3    0.0   39.0  1.65 164.7   17.2  3.44  2758     0   101   1.21 02:01:02    
 28.4  32.0    0.0   39.7  1.99 199.1   19.6  3.81  2963     0   101   1.21 02:01:12    
 20.7  39.5    0.0   39.9  1.57 157.3   15.9  2.59  2854     0   101   1.21 02:01:22    
 27.6  32.5    0.0   39.9  1.97 197.0   18.9  3.71  2752     0   101   1.21 02:01:32    
 20.3  40.0    0.2   39.6  1.50 149.9   15.3  4.88  1837     0   101   1.21 02:01:42    
 27.6  32.6    0.0   39.7  2.01 201.3   17.8  4.90  2352     0   101   1.21 02:01:52    
 24.8  35.8    0.0   39.4  1.70 169.6   17.9  6.13  2274     0   101   1.21 02:02:02    
 26.7  35.1    0.0   38.2  1.84 184.2   18.6  4.61  2639     0   101   1.21 02:02:12    
 26.5  33.4    0.0   40.1  1.80 179.8   16.6  6.07  1633     0   101   1.21 02:02:22    
 22.0  38.2    0.0   39.7  1.55 155.2   14.6  5.05  1199     0   101   1.21 02:02:32    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 29.2  31.2    0.1   39.6  1.97 196.7   18.5  4.86  1830     0   101   1.21 02:02:42    
 19.6  41.2    0.0   39.2  1.37 136.9   14.0  6.34  1144     0   101   1.21 02:02:52    
 28.6  31.4    0.0   40.1  2.02 201.9   17.9  5.56  1293     0   101   1.21 02:03:02    
 21.6  38.8    0.0   39.7  1.48 148.1   15.5  4.10  1706     0   101   1.21 02:03:12    
 35.4  25.8    0.0   38.8  1.40 139.5   14.1  5.25  2226     0   101   1.21 02:03:22    
 23.1  36.1    0.0   40.8  1.72 171.7   16.1  6.09  2350     0   101   1.21 02:03:32    
 24.3  36.9    0.0   38.8  1.56 155.7   15.4  6.27  1550     0   101   1.21 02:03:42    
 27.7  31.9    0.0   40.4  1.97 196.6   17.4  6.25  1889     0   101   1.21 02:03:52    
 20.7  40.8    0.0   38.5  1.31 130.6   15.0  5.89  1194     0   101   1.21 02:04:02    
 27.1  34.9    0.0   38.0  1.86 186.2   19.7  5.13  3709     0   101   1.21 02:04:12    
 20.1  38.5    0.0   41.3  1.63 162.8   14.8  5.75  1585     0   101   1.21 02:04:22    
 27.0  33.2    0.0   39.8  1.96 195.8   17.6  5.73  1869     0   101   1.21 02:04:32    
 25.7  33.4    0.0   40.8  1.80 180.3   15.5  6.21  1401     0   101   1.21 02:04:42    
 20.0  40.0    0.0   39.9  1.44 144.3   13.7  5.79  1387     0   101   1.21 02:04:52    
 34.7  32.1    0.0   33.2  2.18 218.1   28.7  5.97  1659     0   101   1.21 02:05:02    
 24.8  38.7    0.0   36.5  1.74 174.0   21.4  3.57  2451     0   101   1.21 02:05:12    
 25.3  36.8    0.0   37.9  1.40 139.7   15.3  6.04   862     0   101   1.21 02:05:22    
 36.7  24.2    0.0   39.1  1.74 173.8   16.7  4.89  1929     0   101   1.21 02:05:32    
 28.5  13.2    0.0   58.3  0.71  70.7    7.3  6.91   913     0   101   1.21 02:05:42    
 48.5  11.0    0.0   40.5  1.11 111.3   10.2  6.70  1080     0   101   1.21 02:05:52    
 27.4   9.6    0.0   63.0  0.62  61.6    7.7  6.66   622     0   101   1.21 02:06:02    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 41.9  19.5    0.0   38.6  1.35 134.8   14.8  3.99  2501     0   101   1.21 02:06:12    
 27.0   5.6    0.0   67.4  0.56  55.7    6.3  6.54   632     0   101   1.21 02:06:22    
 45.5  14.3    0.0   40.1  1.10 110.5   10.4  5.48  1143     0   101   1.21 02:06:32    
 35.2   8.6    0.0   56.2  0.74  74.3    7.6  5.78   634     0   101   1.21 02:06:42    
 43.2  14.9    0.0   41.9  0.98  97.7    9.6  7.03  1007     0   101   1.21 02:06:52    
 46.2   9.7    0.0   44.0  0.95  94.9    8.9  6.19   574     0   101   1.21 02:07:02    
 37.9  15.6    0.0   46.4  0.89  88.9    9.8  6.50  1089     0   101   1.21 02:07:12    
 48.9  10.5    0.0   40.6  1.12 111.7   10.0  6.43   682     0   101   1.21 02:07:22    
 37.4  24.8    0.2   37.7  1.05 105.2   12.3  5.99  1730     0   101   1.21 02:07:32    
 49.0  10.5    0.0   40.4  1.07 106.6   10.1  6.49   717     0   101   1.21 02:07:42    
 25.4  11.5    0.0   63.1  0.63  62.7    7.2  6.99   626     0   101   1.21 02:07:52    
 48.0  11.5    0.0   40.5  1.14 114.1   10.9  6.36   788     0   101   1.21 02:08:02    
 30.5  12.9    0.0   56.6  0.73  72.7    8.6  5.07  1159     0   101   1.21 02:08:12    
 47.6  11.4    0.0   41.0  1.08 107.6    9.5  6.41   744     0   101   1.21 02:08:22    
 32.1   9.8    0.0   58.1  0.70  70.3    7.9  6.74   953     0   101   1.21 02:08:32    
 45.9  13.5    0.0   40.6  1.10 110.5   10.4  6.75   842     0   101   1.21 02:08:42    
 34.5  12.6    0.0   52.9  0.78  78.4    8.7  7.52  1713     0   101   1.21 02:08:52    
 43.8  14.1    0.0   42.1  0.97  96.6    9.9  6.64   717     0   101   1.21 02:09:02    
 47.1  11.4    0.0   41.5  0.98  97.9    9.6  5.95   714     0   101   1.21 02:09:12    
 34.3  11.5    0.0   54.1  0.78  78.0    8.1  6.79   610     0   101   1.21 02:09:22    
 47.1  10.1    0.0   42.8  0.95  95.5    9.2  6.85   648     0   101   1.21 02:09:32    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 32.1  12.9    0.0   55.0  0.77  76.5    8.0  6.86   732     0   101   1.21 02:09:42    
 48.9  10.9    0.0   40.2  1.08 108.1   10.4  6.59   727     0   101   1.21 02:09:52    
 49.9  22.0    0.0   28.1  0.93  92.7   18.8  6.93  1166     0   101   1.21 02:10:02    
 46.7  22.9    0.0   30.4  1.66 166.1   26.8  2.96  2752     0   101   1.21 02:10:12    
 35.7  11.6    0.0   52.7  0.79  79.2    8.0  6.96   923     0   101   1.21 02:10:22    
 44.7  15.8    0.0   39.5  1.15 115.4   12.1  6.13  1420     0   101   1.21 02:10:32    
 39.3  10.3    0.1   50.4  0.83  83.1    9.0  6.64  1201     0   101   1.21 02:10:42    
 43.1  16.7    0.0   40.2  1.04 104.1   10.8  6.53  1260     0   101   1.21 02:10:52    
 48.5  11.3    0.0   40.2  1.01 100.8   10.0  7.23  1065     0   101   1.21 02:11:02    
 33.6  14.1    0.0   52.4  0.80  80.3    8.9  6.39  1321     0   101   1.21 02:11:12    
 48.2  12.1    0.0   39.7  1.14 114.4   11.6  5.07  1043     0   101   1.21 02:11:22    
 32.2  13.2    0.0   54.6  0.76  75.7    8.2  6.17   881     0   101   1.21 02:11:32    
 48.0  11.4    0.1   40.6  1.07 107.3    9.9  6.07   782     0   101   1.21 02:11:42    
 30.3  12.1    0.0   57.6  0.71  71.2    8.2  7.20   837     0   101   1.21 02:11:52    
 47.2  12.9    0.0   39.8  1.17 116.6   11.5  6.38   867     0   101   1.21 02:12:02    
 33.4  12.1    0.0   54.5  0.76  75.6    8.4  5.07   900     0   101   1.21 02:12:12    
 47.3  12.6    0.0   40.0  1.10 109.6   11.1  6.84   894     0   101   1.21 02:12:22    
 32.6   7.9    0.0   59.5  0.69  68.9    7.3  6.40   523     0   101   1.21 02:12:32    
 45.5  14.0    0.0   40.4  1.12 111.7   10.5  7.43   823     0   101   1.21 02:12:42    
 36.6   7.4    0.0   56.0  0.75  74.8    7.5  6.52   508     0   101   1.21 02:12:52    
 43.8  15.8    0.0   40.5  0.98  97.9   10.5  6.60   723     0   101   1.21 02:13:02    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 48.0  12.1    0.0   39.9  1.04 104.4   10.2  5.46   927     0   101   1.21 02:13:12    
 28.8  11.0    0.0   60.2  0.68  67.5    7.5  7.16   719     0   101   1.21 02:13:22    
 48.1  11.5    0.0   40.4  1.15 114.6   10.8  6.49  1073     0   101   1.21 02:13:32    
 28.5  11.5    0.0   60.0  0.68  68.0    7.5  7.46   691     0   101   1.21 02:13:42    
 49.6  10.0    0.0   40.4  1.10 109.8   10.3  7.50   655     0   101   1.21 02:13:52    
 36.5  15.3    0.0   48.2  0.87  87.4    9.0  7.32   805     0   101   1.21 02:14:02    
 48.1  11.5    0.0   40.4  1.12 112.4   11.0  5.99   855     0   101   1.21 02:14:12    
 28.9  10.8    0.0   60.3  0.68  67.5    7.4  7.38   757     0   101   1.21 02:14:22    
 48.0  11.8    0.0   40.2  1.06 106.3   10.3  6.23   834     0   101   1.21 02:14:32    
 36.1  12.5    0.0   51.4  0.81  81.4    8.8  7.06   844     0   101   1.21 02:14:42    
 47.1  12.2    0.0   40.7  1.08 107.8   10.0  5.97   747     0   101   1.21 02:14:52    
 53.3  19.6    0.0   27.1  1.07 106.8   19.2  5.40  1975     0   101   1.21 02:15:02    
 40.4  33.0    0.0   26.6  1.63 163.4   32.3  3.22  4167     0   101   1.21 02:15:12    
 48.0  12.4    0.0   39.5  1.09 108.7   10.5  4.40  1059     0   101   1.21 02:15:22    
 28.5  12.0    0.0   59.5  0.68  68.3    7.8  6.34   818     0   101   1.21 02:15:32    
 48.0  11.7    0.0   40.4  1.19 118.7   11.1  5.75   897     0   101   1.21 02:15:42    
 30.2  12.7    0.0   57.2  0.73  72.8    7.4  6.44   813     0   101   1.21 02:15:52    
 48.5  11.2    0.0   40.3  1.08 107.8   10.6  5.66   853     0   101   1.21 02:16:02    
 28.8  11.2    0.0   60.0  0.67  67.1    8.1  6.61   960     0   101   1.21 02:16:12    
 47.1  13.1    0.0   39.8  1.15 114.6   11.5  5.20   857     0   101   1.21 02:16:22    
 28.4   7.4    0.0   64.2  0.60  60.5    6.9  5.74   586     0   101   1.21 02:16:32    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 46.1  13.5    0.0   40.4  1.07 107.4   10.1  7.15   693     0   101   1.21 02:16:42    
 33.9   8.3    0.0   57.8  0.71  70.8    7.8  6.84   598     0   101   1.21 02:16:52    
 45.9  14.4    0.0   39.7  1.00 100.5   10.1  7.32   645     0   101   1.21 02:17:02    
 42.0  10.9    0.0   47.0  0.89  88.7    9.1  6.83   761     0   101   1.21 02:17:12    
 42.7  14.5    0.0   42.7  0.97  97.0    8.9  6.61   868     0   101   1.21 02:17:22    
 45.6   8.7    0.0   45.7  0.92  91.7    8.5  7.30   678     0   101   1.21 02:17:32    
 32.7  11.2    0.0   56.1  0.74  73.9    8.1  7.54   696     0   101   1.21 02:17:42    
