
System configuration: type=Shared mode=Uncapped smt=4 lcpu=12 mem=8192MB psize=12 ent=1.00 

%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
 44.2  11.2    0.0   44.5  0.93  92.7    9.7  5.83   990     0   101   1.21 00:25:00    
 45.1  27.8    0.0   27.1  1.37 137.1   23.1  2.87  2958     0   101   1.21 00:25:10    
 49.1  11.0    0.0   40.0  1.11 111.0   10.9  5.67   908     0   101   1.21 00:25:20    
 26.0  10.0    0.0   64.0  0.62  61.5    6.5  4.66   634     0   101   1.21 00:25:30    
 48.4  10.9    0.0   40.6  1.06 106.2   10.1  5.17   715     0   101   1.21 00:25:40    
 25.1   8.9    0.0   66.0  0.59  58.6    6.3  6.40   715     0   101   1.21 00:25:50    
 48.0  12.7    0.0   39.3  1.20 119.7   12.4  5.08   891     0   101   1.21 00:26:00    
 27.3   9.4    0.0   63.3  0.62  62.1    6.8  5.32   661     0   101   1.21 00:26:10    
 47.2  12.2    0.0   40.6  1.07 106.6   11.0  5.34   953     0   101   1.21 00:26:20    
 27.7   6.0    0.0   66.3  0.57  57.3    6.1  5.84   521     0   101   1.21 00:26:30    
 44.6  14.8    0.0   40.6  1.12 111.8   10.5  4.39  1095     0   101   1.21 00:26:40    
 31.7   6.3    0.0   61.9  0.65  64.6    7.0  5.52   579     0   101   1.21 00:26:50    
 45.6  14.5    0.0   39.9  1.05 104.9   10.1  5.42   731     0   101   1.21 00:27:00    
 41.8  11.3    0.0   46.8  0.89  88.8    9.4  4.15   889     0   101   1.21 00:27:10    
 38.5  14.0    0.0   47.5  0.90  89.5    8.5  5.91  1129     0   101   1.21 00:27:20    
 43.4   8.2    0.0   48.4  0.87  87.5    8.4  4.89   564     0   101   1.21 00:27:30    
 38.4  15.8    0.0   45.7  0.91  91.0    9.0  5.53  1014     0   101   1.21 00:27:40    
 47.2   8.3    0.0   44.5  0.94  93.9    9.1  5.88   700     0   101   1.21 00:27:50    
 34.2  13.8    0.0   52.0  0.80  80.4    8.7  5.80   979     0   101   1.21 00:28:00    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 48.1  12.0    0.0   39.8  1.14 113.5   11.9  4.63  1114     0   101   1.21 00:28:10    
 24.8  11.0    0.0   64.3  0.61  61.2    7.0  5.56   645     0   101   1.21 00:28:20    
 50.4   8.8    0.0   40.9  1.04 104.4    9.4  5.79   564     0   101   1.21 00:28:30    
 28.7  12.0    0.0   59.2  0.69  68.5    7.9  6.88   734     0   101   1.21 00:28:40    
 49.0  10.7    0.0   40.3  1.07 106.7   10.6  6.21   949     0   101   1.21 00:28:50    
 32.0  11.3    0.0   56.8  0.73  73.4    7.3  6.83   660     0   101   1.21 00:29:00    
 47.4  11.5    0.0   41.1  1.15 114.6   11.0  5.66   858     0   101   1.21 00:29:10    
 27.3   8.9    0.0   63.9  0.61  61.4    6.4  7.70   593     0   101   1.21 00:29:20    
 48.7  10.6    0.0   40.7  1.05 104.7   10.2  6.06   773     0   101   1.21 00:29:30    
 27.8   9.0    0.0   63.2  0.62  62.4    6.9  7.24   521     0   101   1.21 00:29:40    
 47.7  11.4    0.0   40.9  1.14 114.2   10.9  6.50   915     0   101   1.21 00:29:50    
 34.1   9.7    0.0   56.3  0.69  68.9    9.3  5.70   736     0   101   1.21 00:30:00    
 50.9  33.4    0.0   15.6  2.01 201.1   53.0  1.65  5519     0   101   1.21 00:30:10    
 47.1  12.5    0.0   40.3  1.16 116.1   10.7  2.93  1160     0   101   1.21 00:30:20    
 27.7  11.8    0.0   60.5  0.67  67.1    6.8  4.11   913     0   101   1.21 00:30:30    
 47.8  12.0    0.0   40.1  1.06 105.8   10.7  5.02   778     0   101   1.21 00:30:40    
 27.4   9.2    0.0   63.3  0.63  62.6    6.4  5.73   632     0   101   1.21 00:30:50    
 47.7  11.9    0.0   40.4  1.07 107.3   10.5  5.06   848     0   101   1.21 00:31:00    
 31.1   8.8    0.0   60.1  0.67  67.2    7.4  5.27   817     0   101   1.21 00:31:10    
 44.6  15.0    0.0   40.3  1.16 116.2   11.0  4.24  1034     0   101   1.21 00:31:20    
 35.9   8.2    0.0   55.8  0.74  74.1    7.8  5.60   624     0   101   1.21 00:31:30    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 43.7  14.8    0.0   41.5  0.98  98.4    9.5  5.67   932     0   101   1.21 00:31:40    
 44.2  11.2    0.0   44.7  0.93  93.5    9.3  5.06   887     0   101   1.21 00:31:50    
 38.2  14.8    0.0   47.0  0.88  88.1    9.8  6.09   985     0   101   1.21 00:32:00    
 48.2  12.5    0.0   39.3  1.17 116.9   11.6  4.56   920     0   101   1.21 00:32:10    
 24.6  10.9    0.0   64.5  0.61  60.7    6.8  6.56   744     0   101   1.21 00:32:20    
 49.4   9.8    0.0   40.8  1.07 106.8    9.9  5.29   693     0   101   1.21 00:32:30    
 28.8  10.7    0.0   60.5  0.67  66.9    7.3  6.50   777     0   101   1.21 00:32:40    
 48.5  10.9    0.0   40.5  1.07 106.6   10.2  5.27   809     0   101   1.21 00:32:50    
 31.2  13.1    0.0   55.7  0.74  74.1    7.8  5.57   896     0   101   1.21 00:33:00    
 45.1  15.0    0.0   39.9  1.27 126.9   13.3  3.77  1395     0   101   1.21 00:33:10    
 28.4   8.1    0.0   63.6  0.62  62.2    6.8  5.82   673     0   101   1.21 00:33:20    
 47.3  12.4    0.0   40.3  1.11 111.2   10.2  6.34   640     0   101   1.21 00:33:30    
 31.8   7.5    0.0   60.6  0.67  66.6    7.0  7.06   814     0   101   1.21 00:33:40    
 45.4  13.7    0.0   40.9  1.01 101.0    9.7  6.87  1094     0   101   1.21 00:33:50    
 35.9   8.5    0.0   55.6  0.75  74.8    7.8  7.27   756     0   101   1.21 00:34:00    
 42.0  19.1    0.0   38.9  1.11 111.3   12.2  4.16  1511     0   101   1.21 00:34:10    
 38.8   7.7    0.0   53.5  0.79  79.0    7.8  6.86   791     0   101   1.21 00:34:20    
 40.4  13.3    0.0   46.3  0.90  89.9    9.0  5.63   770     0   101   1.21 00:34:30    
 44.1   9.5    0.0   46.5  0.90  90.5    8.9  6.32   781     0   101   1.21 00:34:40    
 36.7  12.3    0.0   51.0  0.83  82.8    8.3  5.83   775     0   101   1.21 00:34:50    
 43.2   9.5    0.0   47.3  0.88  87.7    9.6  6.09   752     0   101   1.21 00:35:00    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 45.2  27.4    0.0   27.4  1.41 141.0   22.9  3.67  2947     0   101   1.21 00:35:10    
 48.4  11.3    0.0   40.3  1.17 117.4   11.4  4.87  1179     0   101   1.21 00:35:20    
 23.3   8.4    0.0   68.3  0.54  54.1    6.4  6.79   531     0   101   1.21 00:35:30    
 49.3   9.9    0.0   40.8  1.10 109.9   10.0  6.11   734     0   101   1.21 00:35:40    
 26.0  10.6    0.0   63.4  0.62  62.1    7.2  6.16   628     0   101   1.21 00:35:50    
 48.7  10.9    0.0   40.4  1.10 110.0   10.5  6.16   885     0   101   1.21 00:36:00    
 34.1  22.9    0.0   43.0  0.95  94.7   10.6  3.28  1892     0   101   1.21 00:36:10    
 46.6  12.3    0.0   41.1  1.19 119.4   11.0  5.30  1128     0   101   1.21 00:36:20    
 25.3   8.2    0.0   66.5  0.57  57.0    6.3  4.64   573     0   101   1.21 00:36:30    
 47.5  12.1    0.0   40.4  1.13 112.6   11.3  5.99   935     0   101   1.21 00:36:40    
 28.7   7.2    0.0   64.1  0.61  60.8    6.4  5.70   748     0   101   1.21 00:36:50    
 45.2  14.5    0.0   40.4  1.20 120.2   11.5  5.24  1080     0   101   1.21 00:37:00    
 39.9  11.8    0.0   48.3  0.86  86.0    9.2  5.36   980     0   101   1.21 00:37:10    
 41.5  13.4    0.0   45.1  0.93  93.4    8.4  5.96   870     0   101   1.21 00:37:20    
 40.2   7.9    0.0   52.0  0.82  81.6    8.1  5.12   545     0   101   1.21 00:37:30    
 40.7  14.5    0.0   44.8  0.94  93.6    8.7  5.96   939     0   101   1.21 00:37:40    
 42.0   8.8    0.0   49.2  0.85  85.4    8.5  5.85   624     0   101   1.21 00:37:50    
 38.2  14.8    0.0   46.9  0.89  88.8    9.5  6.41   993     0   101   1.21 00:38:00    
 48.3  12.3    0.0   39.5  1.13 113.3   12.3  4.18  1083     0   101   1.21 00:38:10    
 24.4  10.2    0.0   65.4  0.59  59.3    6.7  5.66   745     0   101   1.21 00:38:20    
 49.7   9.3    0.0   40.9  1.05 104.6    9.5  4.36   595     0   101   1.21 00:38:30    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 31.8  13.2    0.0   55.0  0.76  76.3    8.1  6.72   768     0   101   1.21 00:38:40    
 48.9  10.4    0.0   40.6  1.03 103.3    9.7  5.01   875     0   101   1.21 00:38:50    
 32.0  13.4    0.0   54.6  0.75  75.5    8.4  6.51   738     0   101   1.21 00:39:00    
 48.5  10.9    0.0   40.6  1.12 111.6   10.7  4.27   807     0   101   1.21 00:39:10    
 27.8   9.8    0.0   62.4  0.64  64.1    6.6  6.79   569     0   101   1.21 00:39:20    
 49.2  10.1    0.0   40.7  1.06 105.8   10.0  5.24   541     0   101   1.21 00:39:30    
 31.9  11.0    0.0   57.1  0.73  73.0    7.4  6.59   707     0   101   1.21 00:39:40    
 48.8  10.6    0.0   40.6  1.09 108.8   10.5  6.29   696     0   101   1.21 00:39:50    
 31.8  10.7    0.0   57.5  0.72  72.3    7.5  5.70   593     0   101   1.21 00:40:00    
 50.9  26.8    0.0   22.3  1.94 193.8   43.2  2.43  3479     0   101   1.21 00:40:10    
 43.9  10.8    0.0   45.3  0.92  92.3    8.5  5.03  1024     0   101   1.21 00:40:20    
 33.7  10.3    0.0   56.0  0.74  74.3    7.2  5.92   516     0   101   1.21 00:40:30    
 49.3  11.0    0.0   39.7  1.04 103.7   10.3  6.41   613     0   101   1.21 00:40:40    
 44.1  17.1    0.0   38.8  0.91  91.0   12.8  5.75   962     0   101   1.21 00:40:50    
 49.3  10.8    0.0   40.0  1.15 115.1   11.4  6.18  1023     0   101   1.21 00:41:00    
 29.8  13.0    0.0   57.2  0.73  73.3    7.3  4.98   771     0   101   1.21 00:41:10    
 49.4  10.6    0.0   40.1  1.15 115.2   10.4  6.33   956     0   101   1.21 00:41:20    
 27.7  10.8    0.0   61.5  0.66  65.9    7.5  6.03   784     0   101   1.21 00:41:30    
 49.3  10.9    0.0   39.8  1.10 109.6   10.7  6.85   748     0   101   1.21 00:41:40    
 29.4  12.1    0.0   58.5  0.69  69.1    7.9  6.96   803     0   101   1.21 00:41:50    
 47.4  12.1    0.0   40.5  1.10 109.9   10.7  5.69  1002     0   101   1.21 00:42:00    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 33.4  13.6    0.0   53.0  0.77  76.7    8.7  4.77   983     0   101   1.21 00:42:10    
